True_K_U,True_K_U_Ratio,Input_K_U,Input_K_U_Ratio,True_IRI,Est_IRI,Est_IRI_Wrong_Parameter
97294.207,3.0,127200,3.43,9.17068800514708,9.008846711666443,9.087516247829427
97294.207,3.0,127200,3.43,7.783729001547114,7.651940652467538,7.746762036260209
97294.207,3.0,127200,3.43,8.89630366756205,8.740941159318504,8.836177894121555
97294.207,3.0,127200,3.43,8.59272447570084,8.416858249989188,8.56791542262978
97294.207,3.0,127200,3.43,6.119409915540167,6.034784786571252,6.1090208714673775
97294.207,3.0,127200,3.43,9.202490771294398,9.051542806975824,9.1839901903701
97294.207,3.0,127200,3.43,8.708751858985133,8.5588886560723,8.649316003193892
97294.207,3.0,127200,3.43,7.756599472928511,7.628066264511674,7.726636902276163
97294.207,3.0,127200,3.43,7.034859192038396,6.877581447423329,7.0131879696179045
97294.207,3.0,127200,3.43,7.721921471038906,7.546296035380347,7.6410874114909655
97294.207,3.0,127200,3.43,8.549257396575253,8.340794285309443,8.491688184704694
97294.207,3.0,127200,3.43,8.976005853554874,8.795106517216446,8.877227786226626
97294.207,3.0,127200,3.43,8.077949204654352,7.9250191102114655,8.011863437811458
97294.207,3.0,127200,3.43,8.828930897974965,8.662819927796216,8.813788935509958
97294.207,3.0,127200,3.43,8.489550366144636,8.305872170955976,8.453006026851195
97294.207,3.0,127200,3.43,8.075969292713214,7.89581257349522,7.999897433022384
97294.207,3.0,127200,3.43,7.9076031330728425,7.741881750661067,7.854244513791179
97294.207,3.0,127200,3.43,8.003751348359506,7.820197858439646,7.935000795906792
97294.207,3.0,127200,3.43,8.11506501421495,7.93650918093272,8.052704577125294
97294.207,3.0,127200,3.43,7.115621411705112,6.96414678494574,7.103635794859586
97294.207,3.0,127200,3.43,6.875847858874166,6.781330670515654,6.857868549820044
97294.207,3.0,127200,3.43,7.41219230002382,7.284370892751463,7.357127710482302
97294.207,3.0,127200,3.43,8.551820827782509,8.381843057323582,8.54603084186375
97294.207,3.0,127200,3.43,7.570049663959958,7.444494318609974,7.605841726061955
97294.207,3.0,127200,3.43,7.071235108418641,6.936910276896123,7.032543748291584
97294.207,3.0,127200,3.43,9.473282011385349,9.264737460416987,9.387520577793516
97294.207,3.0,127200,3.43,6.693958347551518,6.554307086924314,6.687898948393364
97294.207,3.0,127200,3.43,7.378930348965102,7.2556508320289,7.36107712096353
97294.207,3.0,127200,3.43,7.6136050657021554,7.48646254732918,7.604363106341091
97294.207,3.0,127200,3.43,7.295109892985118,7.197467997814282,7.3070631626979505
97294.207,3.0,127200,3.43,8.125610664303052,8.010878933911316,8.172566003255126
97294.207,3.0,127200,3.43,8.110604637190185,7.947489993105281,7.983003830426094
97294.207,3.0,127200,3.43,8.018554292995736,7.888826293450631,7.987552033729595
172967.479,4.0,127200,3.43,1.4984385497408048,1.4550027372034886,1.6846818927660536
172967.479,4.0,127200,3.43,2.279540585967038,2.227291321603689,2.537248019453012
172967.479,4.0,127200,3.43,1.6751391673259255,1.6349042556717217,1.8960207926248778
172967.479,4.0,127200,3.43,1.2569876578833425,1.2314123324805029,1.4549924182438554
172967.479,4.0,127200,3.43,2.049177959953141,2.0193023005019746,2.2386623489103945
172967.479,4.0,127200,3.43,0.22517448138928273,0.21963194586961224,0.2514019389102316
172967.479,4.0,127200,3.43,0.8396407156589245,0.8242963599700042,0.9431143924638454
172967.479,4.0,127200,3.43,0.7834269668774204,0.7712399344825994,0.8860337153357416
172967.479,4.0,127200,3.43,1.538985897603219,1.5109936405516318,1.7371036934084718
172967.479,4.0,127200,3.43,1.5569655451304643,1.5218190719806806,1.7679505536812095
172967.479,4.0,127200,3.43,1.7132709774525456,1.6775300851822446,1.970104052570796
172967.479,4.0,127200,3.43,2.2836228640326435,2.2288266959030407,2.5831143785774056
172967.479,4.0,127200,3.43,2.5538988559897553,2.506932675650007,2.8919451192112735
172967.479,4.0,127200,3.43,2.1656770025793604,2.1082381907838164,2.474554986387933
172967.479,4.0,127200,3.43,1.2994428790136436,1.2740787442880042,1.4811857642499224
172967.479,4.0,127200,3.43,2.48141198664964,2.4329507960875,2.767447210323552
172967.479,4.0,127200,3.43,1.757048918082585,1.729961921423838,1.956753947264445
172967.479,4.0,127200,3.43,3.3600303242403626,3.292657224529586,3.7254934369518504
172967.479,4.0,127200,3.43,2.794124300567109,2.7385941643368645,3.1579511736171946
172967.479,4.0,127200,3.43,1.8004219910687032,1.7716263011886224,2.1002550527238486
172967.479,4.0,127200,3.43,1.7726177489008184,1.7399688861531024,2.0256259219213337
172967.479,4.0,127200,3.43,0.9605984242740598,0.9409273301762451,1.0983063337213033
172967.479,4.0,127200,3.43,1.9962829356389846,1.9650373669933356,2.258006798694621
172967.479,4.0,127200,3.43,0.7146560471372335,0.7006613184570142,0.8113359191699073
172967.479,4.0,127200,3.43,2.2854435644568847,2.2396069568484895,2.500144064330313
172967.479,4.0,127200,3.43,0.13996952352859857,0.13700349782975768,0.1601132400233333
172967.479,4.0,127200,3.43,0.7770524763259953,0.7601794431475843,0.9036314504544138
172967.479,4.0,127200,3.43,3.746791562156421,3.68336709296,4.1706371857372355
172967.479,4.0,127200,3.43,3.101676435094694,3.0398925455102694,3.6635254650383966
172967.479,4.0,127200,3.43,3.3268485137879704,3.2643409560361096,3.7503712475668483
172967.479,4.0,127200,3.43,0.17260024785765354,0.1694737318902903,0.1933119551556932
172967.479,4.0,127200,3.43,0.4502466235052151,0.44161811780679855,0.5242332100222722
172967.479,4.0,127200,3.43,0.5037086454352715,0.4939332075753878,0.5676847130048557
172967.479,4.0,127200,3.43,3.938073794256384,3.8854497065108866,4.392582000993135
172967.479,4.0,127200,3.43,4.42780951147841,4.34597858157897,4.944997717146939
172967.479,4.0,127200,3.43,4.688181253326136,4.605681981868004,5.2922328318235845
172967.479,4.0,127200,3.43,4.679743389858256,4.599852636264414,5.374332624444522
172967.479,4.0,127200,3.43,4.152393904222051,4.08992556624163,4.671905641769168
172967.479,4.0,127200,3.43,4.3983132023481915,4.324787340142039,4.9224777939444095
172967.479,4.0,127200,3.43,5.50572272832788,5.410096907298094,6.16720456282862
172967.479,4.0,127200,3.43,5.2124194018011405,5.126814437836378,5.8460225538325625
172967.479,4.0,127200,3.43,4.058927579908129,3.9780903900283584,4.600882788481606
172967.479,4.0,127200,3.43,5.229487888189269,5.112968415536107,5.860527347542395
172967.479,4.0,127200,3.43,4.345279889652502,4.257731017756678,5.029110580596479
172967.479,4.0,127200,3.43,4.716777844191145,4.6448858370875685,5.253381434839805
172967.479,4.0,127200,3.43,5.732982974851909,5.63312625179297,6.473101948589087
172967.479,4.0,127200,3.43,4.374512503735991,4.29921918731741,4.944335473563113
172967.479,4.0,127200,3.43,4.316586870416358,4.232260610781126,4.819805601646615
172967.479,4.0,127200,3.43,4.767367995444496,4.695411057847784,5.39097650785365
172967.479,4.0,127200,3.43,6.028178273087421,5.875975873697038,6.792651005410423
172967.479,4.0,127200,3.43,5.942798077758004,5.837687458277698,6.648705469452367
172967.479,4.0,127200,3.43,4.649853125185503,4.5922262422855225,5.349857182336878
172967.479,4.0,127200,3.43,5.64068732122567,5.536721292616395,6.4922490094999565
172967.479,4.0,127200,3.43,3.85094912156503,3.7686559336172505,4.349936533160853
172967.479,4.0,127200,3.43,4.564458458184601,4.484907225998994,5.005507547808955
172967.479,4.0,127200,3.43,5.7600803794276185,5.636585168863498,6.441270900407254
172967.479,4.0,127200,3.43,4.5363335392826825,4.437914378562387,5.248134841328963
172967.479,4.0,127200,3.43,4.85293412830562,4.788664174769963,5.549482982940405
172967.479,4.0,127200,3.43,5.253806555660671,5.149399847502722,6.084298167363018
172967.479,4.0,127200,3.43,5.932108531394192,5.832209865635223,6.4055401264232685
172967.479,4.0,127200,3.43,4.936539523537977,4.847768869634312,5.499517648190443
172967.479,4.0,127200,3.43,4.047292520687275,3.976113699873068,4.596568009224841
172967.479,4.0,127200,3.43,3.8947537986844036,3.80699920999724,4.491104497278453
172967.479,4.0,127200,3.43,4.457248930070845,4.386722054075139,4.902252096361018
172967.479,4.0,127200,3.43,5.033390955691866,4.960213366648264,5.594845900850176
172967.479,4.0,127200,3.43,3.3348422536167397,3.264279993331141,3.860132306261097
172967.479,4.0,127200,3.43,7.661449832747567,7.457615595274724,8.69257701243731
172967.479,4.0,127200,3.43,9.17068800514708,9.008846711666443,10.013775017071264
172967.479,4.0,127200,3.43,7.783729001547114,7.651940652467538,8.854437885913503
172967.479,4.0,127200,3.43,8.89630366756205,8.740941159318504,10.060352074252245
172967.479,4.0,127200,3.43,8.59272447570084,8.416858249989188,9.297138111142104
172967.479,4.0,127200,3.43,6.119409915540167,6.034784786571252,6.799647402353666
172967.479,4.0,127200,3.43,9.202490771294398,9.051542806975824,10.095505588141677
172967.479,4.0,127200,3.43,8.708751858985133,8.5588886560723,9.888962151642183
172967.479,4.0,127200,3.43,7.756599472928511,7.628066264511674,8.537302454065394
172967.479,4.0,127200,3.43,7.034859192038396,6.877581447423329,7.973614758288651
172967.479,4.0,127200,3.43,7.721921471038906,7.546296035380347,8.505691331787961
172967.479,4.0,127200,3.43,8.549257396575253,8.340794285309443,9.45099531585378
172967.479,4.0,127200,3.43,8.976005853554874,8.795106517216446,9.928196062899856
172967.479,4.0,127200,3.43,8.077949204654352,7.9250191102114655,8.79425411241122
172967.479,4.0,127200,3.43,8.828930897974965,8.662819927796216,10.06571696402582
172967.479,4.0,127200,3.43,8.489550366144636,8.305872170955976,9.450968077487781
172967.479,4.0,127200,3.43,8.075969292713214,7.89581257349522,8.849690015596225
172967.479,4.0,127200,3.43,7.9076031330728425,7.741881750661067,8.884187406941091
172967.479,4.0,127200,3.43,8.003751348359506,7.820197858439646,9.201584734087136
172967.479,4.0,127200,3.43,8.11506501421495,7.93650918093272,9.64743124107406
172967.479,4.0,127200,3.43,7.115621411705112,6.96414678494574,8.263791712888903
172967.479,4.0,127200,3.43,6.875847858874166,6.781330670515654,7.714376359900281
172967.479,4.0,127200,3.43,7.41219230002382,7.284370892751463,8.456049379862904
172967.479,4.0,127200,3.43,8.551820827782509,8.381843057323582,9.524257622616814
172967.479,4.0,127200,3.43,7.570049663959958,7.444494318609974,8.90956207813828
172967.479,4.0,127200,3.43,7.071235108418641,6.936910276896123,7.957900150516531
172967.479,4.0,127200,3.43,9.473282011385349,9.264737460416987,10.48335349418771
172967.479,4.0,127200,3.43,6.693958347551518,6.554307086924314,7.682768587354444
172967.479,4.0,127200,3.43,7.378930348965102,7.2556508320289,8.527989423486334
172967.479,4.0,127200,3.43,7.6136050657021554,7.48646254732918,8.583004122269108
172967.479,4.0,127200,3.43,7.295109892985118,7.197467997814282,8.197110186379936
172967.479,4.0,127200,3.43,8.125610664303052,8.010878933911316,9.257787180074136
172967.479,4.0,127200,3.43,8.110604637190185,7.947489993105281,9.07063100444845
172967.479,4.0,127200,3.43,8.018554292995736,7.888826293450631,8.871089017408845
270261.686,5.0,127200,3.43,1.4984385497408048,1.4550027372034886,1.7751346114529614
270261.686,5.0,127200,3.43,2.279540585967038,2.227291321603689,2.6215549226253083
270261.686,5.0,127200,3.43,1.6751391673259255,1.6349042556717217,1.9879739009107675
270261.686,5.0,127200,3.43,1.2569876578833425,1.2314123324805029,1.5864240230540247
