True_M_S,True_M_S_M_U_Ratio,Input_M_S,Input_M_S_M_U_Ratio,True_IRI,Est_IRI,Est_IRI_Wrong_Parameter
168.0,6.0,208,7.429,0.7770524763259953,0.7601794431475843,1.0460156571666328
168.0,6.0,208,7.429,3.746791562156421,3.68336709296,5.020986425932695
168.0,6.0,208,7.429,3.101676435094694,3.0398925455102694,4.248837302779998
168.0,6.0,208,7.429,3.3268485137879704,3.2643409560361096,4.464456958604871
168.0,6.0,208,7.429,0.17260024785765354,0.1694737318902903,0.23157391976862107
168.0,6.0,208,7.429,0.4502466235052151,0.44161811780679855,0.6137477813730661
168.0,6.0,208,7.429,0.5037086454352715,0.4939332075753878,0.6793619514121312
168.0,6.0,208,7.429,3.938073794256384,3.8854497065108866,5.278589360148124
168.0,6.0,208,7.429,4.42780951147841,4.34597858157897,5.9045711393367
168.0,6.0,208,7.429,4.688181253326136,4.605681981868004,6.260973101296745
168.0,6.0,208,7.429,4.679743389858256,4.599852636264414,6.377905316559574
168.0,6.0,208,7.429,4.152393904222051,4.08992556624163,5.509089593577739
168.0,6.0,208,7.429,4.3983132023481915,4.324787340142039,5.914424926509369
168.0,6.0,208,7.429,5.50572272832788,5.410096907298094,7.317862380472523
168.0,6.0,208,7.429,5.2124194018011405,5.126814437836378,6.9870261221807475
168.0,6.0,208,7.429,4.058927579908129,3.9780903900283584,5.460398538251991
168.0,6.0,208,7.429,5.229487888189269,5.112968415536107,6.977235427727763
168.0,6.0,208,7.429,4.345279889652502,4.257731017756678,5.938637387326898
168.0,6.0,208,7.429,4.716777844191145,4.6448858370875685,6.319693895296741
168.0,6.0,208,7.429,5.732982974851909,5.63312625179297,7.721171963367691
168.0,6.0,208,7.429,4.374512503735991,4.29921918731741,5.894021118499287
168.0,6.0,208,7.429,4.316586870416358,4.232260610781126,5.75747156627646
168.0,6.0,208,7.429,4.767367995444496,4.695411057847784,6.435032326736976
168.0,6.0,208,7.429,6.028178273087421,5.875975873697038,8.081065941495236
168.0,6.0,208,7.429,5.942798077758004,5.837687458277698,7.962611189581685
168.0,6.0,208,7.429,4.649853125185503,4.5922262422855225,6.296502100920602
168.0,6.0,208,7.429,5.64068732122567,5.536721292616395,7.643365033257918
168.0,6.0,208,7.429,3.85094912156503,3.7686559336172505,5.131191371015564
168.0,6.0,208,7.429,4.564458458184601,4.484907225998994,6.008464489268401
168.0,6.0,208,7.429,5.7600803794276185,5.636585168863498,7.668308271061749
168.0,6.0,208,7.429,4.5363335392826825,4.437914378562387,6.08407720778782
168.0,6.0,208,7.429,4.85293412830562,4.788664174769963,6.589408131730423
168.0,6.0,208,7.429,5.253806555660671,5.149399847502722,7.171274125415297
168.0,6.0,208,7.429,5.932108531394192,5.832209865635223,7.841937923181322
168.0,6.0,208,7.429,4.936539523537977,4.847768869634312,6.566373462879028
168.0,6.0,208,7.429,4.047292520687275,3.976113699873068,5.444236635008369
168.0,6.0,208,7.429,3.8947537986844036,3.80699920999724,5.312250836601711
168.0,6.0,208,7.429,4.457248930070845,4.386722054075139,5.908470719130324
168.0,6.0,208,7.429,5.033390955691866,4.960213366648264,6.700076002245226
168.0,6.0,208,7.429,3.3348422536167397,3.264279993331141,4.554658244424423
168.0,6.0,208,7.429,7.661449832747567,7.457615595274724,10.360545305428124
168.0,6.0,208,7.429,9.17068800514708,9.008846711666443,12.05341121993624
168.0,6.0,208,7.429,7.783729001547114,7.651940652467538,10.470091477253677
168.0,6.0,208,7.429,8.89630366756205,8.740941159318504,11.798346263056155
168.0,6.0,208,7.429,8.59272447570084,8.416858249989188,11.303243559316398
168.0,6.0,208,7.429,6.119409915540167,6.034784786571252,8.24135580148186
168.0,6.0,208,7.429,9.202490771294398,9.051542806975824,12.24802173835976
168.0,6.0,208,7.429,8.708751858985133,8.5588886560723,11.73478991855205
168.0,6.0,208,7.429,7.756599472928511,7.628066264511674,10.328179986465686
168.0,6.0,208,7.429,7.034859192038396,6.877581447423329,9.492015295288565
168.0,6.0,208,7.429,7.721921471038906,7.546296035380347,10.262185909472377
168.0,6.0,208,7.429,8.549257396575253,8.340794285309443,11.312846180882259
168.0,6.0,208,7.429,8.976005853554874,8.795106517216446,11.888223368304027
168.0,6.0,208,7.429,8.077949204654352,7.9250191102114655,10.60952074553057
168.0,6.0,208,7.429,8.828930897974965,8.662819927796216,11.87213958485747
168.0,6.0,208,7.429,8.489550366144636,8.305872170955976,11.375957532743532
168.0,6.0,208,7.429,8.075969292713214,7.89581257349522,10.76032960752556
168.0,6.0,208,7.429,7.9076031330728425,7.741881750661067,10.536334059834852
168.0,6.0,208,7.429,8.003751348359506,7.820197858439646,10.813264323527003
168.0,6.0,208,7.429,8.11506501421495,7.93650918093272,11.07972355474423
168.0,6.0,208,7.429,7.115621411705112,6.96414678494574,9.714235674332485
168.0,6.0,208,7.429,6.875847858874166,6.781330670515654,9.160252138312396
168.0,6.0,208,7.429,7.41219230002382,7.284370892751463,9.966842293713775
168.0,6.0,208,7.429,8.551820827782509,8.381843057323582,11.358330614257827
168.0,6.0,208,7.429,7.570049663959958,7.444494318609974,10.48389379688198
168.0,6.0,208,7.429,7.071235108418641,6.936910276896123,9.42683401883231
168.0,6.0,208,7.429,9.473282011385349,9.264737460416987,12.670579341356325
168.0,6.0,208,7.429,6.693958347551518,6.554307086924314,9.073744910822615
168.0,6.0,208,7.429,7.378930348965102,7.2556508320289,10.007718157614244
168.0,6.0,208,7.429,7.6136050657021554,7.48646254732918,10.133622935030418
168.0,6.0,208,7.429,7.295109892985118,7.197467997814282,9.843154167797287
168.0,6.0,208,7.429,8.125610664303052,8.010878933911316,10.993533812444909
168.0,6.0,208,7.429,8.110604637190185,7.947489993105281,10.685360005335871
168.0,6.0,208,7.429,8.018554292995736,7.888826293450631,10.742061408274099
182.0,6.5,208,7.429,1.4984385497408048,1.4550027372034886,1.832397662660325
182.0,6.5,208,7.429,2.279540585967038,2.227291321603689,2.7962624089710015
182.0,6.5,208,7.429,1.6751391673259255,1.6349042556717217,2.0782332370737038
182.0,6.5,208,7.429,1.2569876578833425,1.2314123324805029,1.561238981824465
182.0,6.5,208,7.429,2.049177959953141,2.0193023005019746,2.479601875826074
182.0,6.5,208,7.429,0.22517448138928273,0.21963194586961224,0.277644591697647
182.0,6.5,208,7.429,0.8396407156589245,0.8242963599700042,1.0344748794725065
182.0,6.5,208,7.429,0.7834269668774204,0.7712399344825994,0.9658087889365969
182.0,6.5,208,7.429,1.538985897603219,1.5109936405516318,1.8976322291520709
182.0,6.5,208,7.429,1.5569655451304643,1.5218190719806806,1.9218056994820574
182.0,6.5,208,7.429,1.7132709774525456,1.6775300851822446,2.1500264965693674
182.0,6.5,208,7.429,2.2836228640326435,2.2288266959030407,2.830680748185424
182.0,6.5,208,7.429,2.5538988559897553,2.506932675650007,3.140815317487597
182.0,6.5,208,7.429,2.1656770025793604,2.1082381907838164,2.6849915872346966
182.0,6.5,208,7.429,1.2994428790136436,1.2740787442880042,1.6159925949566496
182.0,6.5,208,7.429,2.48141198664964,2.4329507960875,3.0635202174575253
182.0,6.5,208,7.429,1.757048918082585,1.729961921423838,2.1662404254183736
182.0,6.5,208,7.429,3.3600303242403626,3.292657224529586,4.123047741028075
182.0,6.5,208,7.429,2.794124300567109,2.7385941643368645,3.44913381513775
182.0,6.5,208,7.429,1.8004219910687032,1.7716263011886224,2.2503856594572222
182.0,6.5,208,7.429,1.7726177489008184,1.7399688861531024,2.2114730481917135
182.0,6.5,208,7.429,0.9605984242740598,0.9409273301762451,1.1937586420554127
182.0,6.5,208,7.429,1.9962829356389846,1.9650373669933356,2.457167168001672
182.0,6.5,208,7.429,0.7146560471372335,0.7006613184570142,0.8740835056654664
182.0,6.5,208,7.429,2.2854435644568847,2.2396069568484895,2.76774054444784
182.0,6.5,208,7.429,0.13996952352859857,0.13700349782975768,0.17382508913377606
182.0,6.5,208,7.429,0.7770524763259953,0.7601794431475843,0.9605006397245557
182.0,6.5,208,7.429,3.746791562156421,3.68336709296,4.610386172857422
182.0,6.5,208,7.429,3.101676435094694,3.0398925455102694,3.9120287560629468
182.0,6.5,208,7.429,3.3268485137879704,3.2643409560361096,4.098673638403733
182.0,6.5,208,7.429,0.17260024785765354,0.1694737318902903,0.21230282013515794
182.0,6.5,208,7.429,0.4502466235052151,0.44161811780679855,0.5641871128352198
182.0,6.5,208,7.429,0.5037086454352715,0.4939332075753878,0.6238926924584693
182.0,6.5,208,7.429,3.938073794256384,3.8854497065108866,4.8407079809631135
182.0,6.5,208,7.429,4.42780951147841,4.34597858157897,5.412038983664181
182.0,6.5,208,7.429,4.688181253326136,4.605681981868004,5.762366422020238
182.0,6.5,208,7.429,4.679743389858256,4.599852636264414,5.853017811325781
182.0,6.5,208,7.429,4.152393904222051,4.08992556624163,5.062110621433585
182.0,6.5,208,7.429,4.3983132023481915,4.324787340142039,5.412889291110923
182.0,6.5,208,7.429,5.50572272832788,5.410096907298094,6.7091694933241826
182.0,6.5,208,7.429,5.2124194018011405,5.126814437836378,6.420822778160353
182.0,6.5,208,7.429,4.058927579908129,3.9780903900283584,5.015534739112133
182.0,6.5,208,7.429,5.229487888189269,5.112968415536107,6.40955878010445
182.0,6.5,208,7.429,4.345279889652502,4.257731017756678,5.457383655725327
182.0,6.5,208,7.429,4.716777844191145,4.6448858370875685,5.785054421297066
182.0,6.5,208,7.429,5.732982974851909,5.63312625179297,7.08695624863963
182.0,6.5,208,7.429,4.374512503735991,4.29921918731741,5.407723205393152
182.0,6.5,208,7.429,4.316586870416358,4.232260610781126,5.281416511416565
182.0,6.5,208,7.429,4.767367995444496,4.695411057847784,5.894948125903267
182.0,6.5,208,7.429,6.028178273087421,5.875975873697038,7.425724478872394
182.0,6.5,208,7.429,5.942798077758004,5.837687458277698,7.305758030888009
182.0,6.5,208,7.429,4.649853125185503,4.5922262422855225,5.768866887517738
182.0,6.5,208,7.429,5.64068732122567,5.536721292616395,7.020824454931361
182.0,6.5,208,7.429,3.85094912156503,3.7686559336172505,4.716793505437664
182.0,6.5,208,7.429,4.564458458184601,4.484907225998994,5.513386808308557
182.0,6.5,208,7.429,5.7600803794276185,5.636585168863498,7.041772086054585
182.0,6.5,208,7.429,4.5363335392826825,4.437914378562387,5.609044002029001
182.0,6.5,208,7.429,4.85293412830562,4.788664174769963,6.0358027424650995
182.0,6.5,208,7.429,5.253806555660671,5.149399847502722,6.582179037470713
182.0,6.5,208,7.429,5.932108531394192,5.832209865635223,7.195156189150618
182.0,6.5,208,7.429,4.936539523537977,4.847768869634312,6.020075225402975
182.0,6.5,208,7.429,4.047292520687275,3.976113699873068,4.993212428362504
182.0,6.5,208,7.429,3.8947537986844036,3.80699920999724,4.8675661443626925
182.0,6.5,208,7.429,4.457248930070845,4.386722054075139,5.423805833605434
182.0,6.5,208,7.429,5.033390955691866,4.960213366648264,6.160687421152479
182.0,6.5,208,7.429,3.3348422536167397,3.264279993331141,4.17876989413527
182.0,6.5,208,7.429,7.661449832747567,7.457615595274724,9.497264500141412
182.0,6.5,208,7.429,9.17068800514708,9.008846711666443,11.065534680520381
182.0,6.5,208,7.429,7.783729001547114,7.651940652467538,9.615320184341549
182.0,6.5,208,7.429,8.89630366756205,8.740941159318504,10.851672771722363
182.0,6.5,208,7.429,8.59272447570084,8.416858249989188,10.378567629367595
182.0,6.5,208,7.429,6.119409915540167,6.034784786571252,7.547520707652155
182.0,6.5,208,7.429,9.202490771294398,9.051542806975824,11.21565607896113
182.0,6.5,208,7.429,8.708751858985133,8.5588886560723,10.788691316779282
182.0,6.5,208,7.429,7.756599472928511,7.628066264511674,9.47760549647123
182.0,6.5,208,7.429,7.034859192038396,6.877581447423329,8.715255628077111
182.0,6.5,208,7.429,7.721921471038906,7.546296035380347,9.38867098415943
182.0,6.5,208,7.429,8.549257396575253,8.340794285309443,10.38672045892545
182.0,6.5,208,7.429,8.976005853554874,8.795106517216446,10.912150357148137
182.0,6.5,208,7.429,8.077949204654352,7.9250191102114655,9.731700021449479
182.0,6.5,208,7.429,8.828930897974965,8.662819927796216,10.907141875823532
182.0,6.5,208,7.429,8.489550366144636,8.305872170955976,10.44165638183924
182.0,6.5,208,7.429,8.075969292713214,7.89581257349522,9.849895701857635
182.0,6.5,208,7.429,7.9076031330728425,7.741881750661067,9.69295815011788
182.0,6.5,208,7.429,8.003751348359506,7.820197858439646,9.936063036897918
182.0,6.5,208,7.429,8.11506501421495,7.93650918093272,10.185531887056184
182.0,6.5,208,7.429,7.115621411705112,6.96414678494574,8.915396520452681
182.0,6.5,208,7.429,6.875847858874166,6.781330670515654,8.420069805733055
182.0,6.5,208,7.429,7.41219230002382,7.284370892751463,9.146420855887813
182.0,6.5,208,7.429,8.551820827782509,8.381843057323582,10.432771778195514
182.0,6.5,208,7.429,7.570049663959958,7.444494318609974,9.6182654622736
182.0,6.5,208,7.429,7.071235108418641,6.936910276896123,8.662604618876747
182.0,6.5,208,7.429,9.473282011385349,9.264737460416987,11.613068631774969
182.0,6.5,208,7.429,6.693958347551518,6.554307086924314,8.333762332039168
182.0,6.5,208,7.429,7.378930348965102,7.2556508320289,9.204259539580825
182.0,6.5,208,7.429,7.6136050657021554,7.48646254732918,9.311504345815761
182.0,6.5,208,7.429,7.295109892985118,7.197467997814282,9.030059000024092
182.0,6.5,208,7.429,8.125610664303052,8.010878933911316,10.109365636673216
182.0,6.5,208,7.429,8.110604637190185,7.947489993105281,9.811467351524216
182.0,6.5,208,7.429,8.018554292995736,7.888826293450631,9.842826509604413
196.0,7.0,208,7.429,1.4984385497408048,1.4550027372034886,1.6999314875381912
196.0,7.0,208,7.429,2.279540585967038,2.227291321603689,2.58219906629692
196.0,7.0,208,7.429,1.6751391673259255,1.6349042556717217,1.9214313047423353
196.0,7.0,208,7.429,1.2569876578833425,1.2314123324805029,1.4434984050334174
196.0,7.0,208,7.429,2.049177959953141,2.0193023005019746,2.28761730243626
196.0,7.0,208,7.429,0.22517448138928273,0.21963194586961224,0.25663575089497154
196.0,7.0,208,7.429,0.8396407156589245,0.8242963599700042,0.9549695061328352
196.0,7.0,208,7.429,0.7834269668774204,0.7712399344825994,0.8915871483452092
196.0,7.0,208,7.429,1.538985897603219,1.5109936405516318,1.7506548222471499
196.0,7.0,208,7.429,1.5569655451304643,1.5218190719806806,1.7756161519050644
196.0,7.0,208,7.429,1.7132709774525456,1.6775300851822446,1.9866846883445302
196.0,7.0,208,7.429,2.2836228640326435,2.2288266959030407,2.6234432137073993
196.0,7.0,208,7.429,2.5538988559897553,2.506932675650007,2.9046365114737682
196.0,7.0,208,7.429,2.1656770025793604,2.1082381907838164,2.482859753207524
196.0,7.0,208,7.429,1.2994428790136436,1.2740787442880042,1.4935403363515505
196.0,7.0,208,7.429,2.48141198664964,2.4329507960875,2.8321340020227295
196.0,7.0,208,7.429,1.757048918082585,1.729961921423838,2.0025045715192236
196.0,7.0,208,7.429,3.3600303242403626,3.292657224529586,3.803785965867696
196.0,7.0,208,7.429,2.794124300567109,2.7385941643368645,3.1938908872779073
196.0,7.0,208,7.429,1.8004219910687032,1.7716263011886224,2.0777978594481348
196.0,7.0,208,7.429,1.7726177489008184,1.7399688861531024,2.0435601342439136
196.0,7.0,208,7.429,0.9605984242740598,0.9409273301762451,1.1041496341073456
196.0,7.0,208,7.429,1.9962829356389846,1.9650373669933356,2.2692302670894287
196.0,7.0,208,7.429,0.7146560471372335,0.7006613184570142,0.807558203066093
196.0,7.0,208,7.429,2.2854435644568847,2.2396069568484895,2.5604196061614184
196.0,7.0,208,7.429,0.13996952352859857,0.13700349782975768,0.16065166151534116
196.0,7.0,208,7.429,0.7770524763259953,0.7601794431475843,0.888032036321629
196.0,7.0,208,7.429,3.746791562156421,3.68336709296,4.263223105699592
196.0,7.0,208,7.429,3.101676435094694,3.0398925455102694,3.6231185146446028
196.0,7.0,208,7.429,3.3268485137879704,3.2643409560361096,3.788415518570065
196.0,7.0,208,7.429,0.17260024785765354,0.1694737318902903,0.19607036409287776
196.0,7.0,208,7.429,0.4502466235052151,0.44161811780679855,0.5219977585776041
196.0,7.0,208,7.429,0.5037086454352715,0.4939332075753878,0.5770250736633304
196.0,7.0,208,7.429,3.938073794256384,3.8854497065108866,4.468059038181636
196.0,7.0,208,7.429,4.42780951147841,4.34597858157897,4.9960418719943265
196.0,7.0,208,7.429,4.688181253326136,4.605681981868004,5.341237210888681
196.0,7.0,208,7.429,4.679743389858256,4.599852636264414,5.409925233113983
196.0,7.0,208,7.429,4.152393904222051,4.08992556624163,4.685877618783576
196.0,7.0,208,7.429,4.3983132023481915,4.324787340142039,4.9858746484374965
196.0,7.0,208,7.429,5.50572272832788,5.410096907298094,6.196149787533414
196.0,7.0,208,7.429,5.2124194018011405,5.126814437836378,5.942233613349777
196.0,7.0,208,7.429,4.058927579908129,3.9780903900283584,4.637544299348241
196.0,7.0,208,7.429,5.229487888189269,5.112968415536107,5.9287364463282985
196.0,7.0,208,7.429,4.345279889652502,4.257731017756678,5.047982473475865
196.0,7.0,208,7.429,4.716777844191145,4.6448858370875685,5.332687834568652
196.0,7.0,208,7.429,5.732982974851909,5.63312625179297,6.54294826567063
196.0,7.0,208,7.429,4.374512503735991,4.29921918731741,4.995579688792845
196.0,7.0,208,7.429,4.316586870416358,4.232260610781126,4.879650487276106
196.0,7.0,208,7.429,4.767367995444496,4.695411057847784,5.438408754723718
196.0,7.0,208,7.429,6.028178273087421,5.875975873697038,6.869757326051751
196.0,7.0,208,7.429,5.942798077758004,5.837687458277698,6.741850002601062
196.0,7.0,208,7.429,4.649853125185503,4.5922262422855225,5.32370062545595
196.0,7.0,208,7.429,5.64068732122567,5.536721292616395,6.490823448169748
196.0,7.0,208,7.429,3.85094912156503,3.7686559336172505,4.367664803505679
196.0,7.0,208,7.429,4.564458458184601,4.484907225998994,5.096780346212672
196.0,7.0,208,7.429,5.7600803794276185,5.636585168863498,6.5170320433109
196.0,7.0,208,7.429,4.5363335392826825,4.437914378562387,5.207412303962925
196.0,7.0,208,7.429,4.85293412830562,4.788664174769963,5.567540505170332
196.0,7.0,208,7.429,5.253806555660671,5.149399847502722,6.082314417362568
196.0,7.0,208,7.429,5.932108531394192,5.832209865635223,6.649492435200147
196.0,7.0,208,7.429,4.936539523537977,4.847768869634312,5.561603132983807
196.0,7.0,208,7.429,4.047292520687275,3.976113699873068,4.608459685684958
196.0,7.0,208,7.429,3.8947537986844036,3.80699920999724,4.494668441266803
196.0,7.0,208,7.429,4.457248930070845,4.386722054075139,5.016600432440406
196.0,7.0,208,7.429,5.033390955691866,4.960213366648264,5.704663595622216
196.0,7.0,208,7.429,3.3348422536167397,3.264279993331141,3.857944120072321
196.0,7.0,208,7.429,7.661449832747567,7.457615595274724,8.766772670851731
196.0,7.0,208,7.429,9.17068800514708,9.008846711666443,10.230502256863204
196.0,7.0,208,7.429,7.783729001547114,7.651940652467538,8.89912489641836
196.0,7.0,208,7.429,8.89630366756205,8.740941159318504,10.047452601633136
196.0,7.0,208,7.429,8.59272447570084,8.416858249989188,9.597610531483753
196.0,7.0,208,7.429,6.119409915540167,6.034784786571252,6.956377147597415
196.0,7.0,208,7.429,9.202490771294398,9.051542806975824,10.346963946415148
196.0,7.0,208,7.429,8.708751858985133,8.5588886560723,9.987092175843884
196.0,7.0,208,7.429,7.756599472928511,7.628066264511674,8.754571023835812
196.0,7.0,208,7.429,7.034859192038396,6.877581447423329,8.058587267375145
196.0,7.0,208,7.429,7.721921471038906,7.546296035380347,8.652648276433155
196.0,7.0,208,7.429,8.549257396575253,8.340794285309443,9.604945123370358
196.0,7.0,208,7.429,8.976005853554874,8.795106517216446,10.085269641196001
196.0,7.0,208,7.429,8.077949204654352,7.9250191102114655,8.991189652705726
196.0,7.0,208,7.429,8.828930897974965,8.662819927796216,10.089578137778089
196.0,7.0,208,7.429,8.489550366144636,8.305872170955976,9.649980356350651
196.0,7.0,208,7.429,8.075969292713214,7.89581257349522,9.081451173728404
196.0,7.0,208,7.429,7.9076031330728425,7.741881750661067,8.982684645951595
196.0,7.0,208,7.429,8.003751348359506,7.820197858439646,9.189237126252014
196.0,7.0,208,7.429,8.11506501421495,7.93650918093272,9.427007354001546
196.0,7.0,208,7.429,7.115621411705112,6.96414678494574,8.242707058997013
196.0,7.0,208,7.429,6.875847858874166,6.781330670515654,7.793296498091426
196.0,7.0,208,7.429,7.41219230002382,7.284370892751463,8.441432462069745
196.0,7.0,208,7.429,8.551820827782509,8.381843057323582,9.656118716807455
196.0,7.0,208,7.429,7.570049663959958,7.444494318609974,8.885472436298187
196.0,7.0,208,7.429,7.071235108418641,6.936910276896123,8.012079081891338
196.0,7.0,208,7.429,9.473282011385349,9.264737460416987,10.714956245198215
196.0,7.0,208,7.429,6.693958347551518,6.554307086924314,7.710109537279013
196.0,7.0,208,7.429,7.378930348965102,7.2556508320289,8.521398209959774
196.0,7.0,208,7.429,7.6136050657021554,7.48646254732918,8.6274797436363
196.0,7.0,208,7.429,7.295109892985118,7.197467997814282,8.339096730086675
196.0,7.0,208,7.429,8.125610664303052,8.010878933911316,9.362098371768536
196.0,7.0,208,7.429,8.110604637190185,7.947489993105281,9.068191833048687
196.0,7.0,208,7.429,8.018554292995736,7.888826293450631,9.08864289545735
210.0,7.5,208,7.429,1.4984385497408048,1.4550027372034886,1.584541734209757
210.0,7.5,208,7.429,2.279540585967038,2.227291321603689,2.399532677920125
210.0,7.5,208,7.429,1.6751391673259255,1.6349042556717217,1.7868041281310265
210.0,7.5,208,7.429,1.2569876578833425,1.2314123324805029,1.34262818901557
210.0,7.5,208,7.429,2.049177959953141,2.0193023005019746,2.123097571786938
210.0,7.5,208,7.429,0.22517448138928273,0.21963194586961224,0.23860454587978222
210.0,7.5,208,7.429,0.8396407156589245,0.8242963599700042,0.8873429238338837
210.0,7.5,208,7.429,0.7834269668774204,0.7712399344825994,0.828183114287743
210.0,7.5,208,7.429,1.538985897603219,1.5109936405516318,1.6251017812315107
210.0,7.5,208,7.429,1.5569655451304643,1.5218190719806806,1.651484216115817
210.0,7.5,208,7.429,1.7132709774525456,1.6775300851822446,1.8465658252175303
210.0,7.5,208,7.429,2.2836228640326435,2.2288266959030407,2.4460226288084788
210.0,7.5,208,7.429,2.5538988559897553,2.506932675650007,2.702768763535415
210.0,7.5,208,7.429,2.1656770025793604,2.1082381907838164,2.309558361744602
210.0,7.5,208,7.429,1.2994428790136436,1.2740787442880042,1.388572024610377
210.0,7.5,208,7.429,2.48141198664964,2.4329507960875,2.6328677824077626
210.0,7.5,208,7.429,1.757048918082585,1.729961921423838,1.861853474267695
210.0,7.5,208,7.429,3.3600303242403626,3.292657224529586,3.5315735997483673
210.0,7.5,208,7.429,2.794124300567109,2.7385941643368645,2.973924433707596
210.0,7.5,208,7.429,1.8004219910687032,1.7716263011886224,1.9288451316421644
210.0,7.5,208,7.429,1.7726177489008184,1.7399688861531024,1.8990128366193058
210.0,7.5,208,7.429,0.9605984242740598,0.9409273301762451,1.0271714464147021
210.0,7.5,208,7.429,1.9962829356389846,1.9650373669933356,2.108713681491524
210.0,7.5,208,7.429,0.7146560471372335,0.7006613184570142,0.750335555278233
210.0,7.5,208,7.429,2.2854435644568847,2.2396069568484895,2.383935813605121
210.0,7.5,208,7.429,0.13996952352859857,0.13700349782975768,0.14929478137310903
210.0,7.5,208,7.429,0.7770524763259953,0.7601794431475843,0.8253916269750748
210.0,7.5,208,7.429,3.746791562156421,3.68336709296,3.966295908310226
210.0,7.5,208,7.429,3.101676435094694,3.0398925455102694,3.373192633308391
210.0,7.5,208,7.429,3.3268485137879704,3.2643409560361096,3.5230391082962895
210.0,7.5,208,7.429,0.17260024785765354,0.1694737318902903,0.18219247649323353
210.0,7.5,208,7.429,0.4502466235052151,0.44161811780679855,0.4857346459486069
210.0,7.5,208,7.429,0.5037086454352715,0.4939332075753878,0.5366678476317621
210.0,7.5,208,7.429,3.938073794256384,3.8854497065108866,4.150873414257147
210.0,7.5,208,7.429,4.42780951147841,4.34597858157897,4.6401627845669955
210.0,7.5,208,7.429,4.688181253326136,4.605681981868004,4.978445490015408
210.0,7.5,208,7.429,4.679743389858256,4.599852636264414,5.030715532311576
210.0,7.5,208,7.429,4.152393904222051,4.08992556624163,4.366199615830772
210.0,7.5,208,7.429,4.3983132023481915,4.324787340142039,4.617425804316371
210.0,7.5,208,7.429,5.50572272832788,5.410096907298094,5.761699352830263
210.0,7.5,208,7.429,5.2124194018011405,5.126814437836378,5.527998179323902
210.0,7.5,208,7.429,4.058927579908129,3.9780903900283584,4.313095940795224
210.0,7.5,208,7.429,5.229487888189269,5.112968415536107,5.515681266923891
210.0,7.5,208,7.429,4.345279889652502,4.257731017756678,4.695011760987073
210.0,7.5,208,7.429,4.716777844191145,4.6448858370875685,4.946000047406227
210.0,7.5,208,7.429,5.732982974851909,5.63312625179297,6.0723919031794376
210.0,7.5,208,7.429,4.374512503735991,4.29921918731741,4.6430311033806335
210.0,7.5,208,7.429,4.316586870416358,4.232260610781126,4.537653595154281
210.0,7.5,208,7.429,4.767367995444496,4.695411057847784,5.046964105643042
210.0,7.5,208,7.429,6.028178273087421,5.875975873697038,6.3908490038985875
210.0,7.5,208,7.429,5.942798077758004,5.837687458277698,6.254845974424223
210.0,7.5,208,7.429,4.649853125185503,4.5922262422855225,4.94239109680721
210.0,7.5,208,7.429,5.64068732122567,5.536721292616395,6.034859826248353
210.0,7.5,208,7.429,3.85094912156503,3.7686559336172505,4.0666668677687685
210.0,7.5,208,7.429,4.564458458184601,4.484907225998994,4.7402510322163325
210.0,7.5,208,7.429,5.7600803794276185,5.636585168863498,6.069295513477448
210.0,7.5,208,7.429,4.5363335392826825,4.437914378562387,4.858441599398713
210.0,7.5,208,7.429,4.85293412830562,4.788664174769963,5.1668669193794114
210.0,7.5,208,7.429,5.253806555660671,5.149399847502722,5.651670252616655
210.0,7.5,208,7.429,5.932108531394192,5.832209865635223,6.181319644749455
210.0,7.5,208,7.429,4.936539523537977,4.847768869634312,5.170789605838381
210.0,7.5,208,7.429,4.047292520687275,3.976113699873068,4.276183041262338
210.0,7.5,208,7.429,3.8947537986844036,3.80699920999724,4.177656859069577
210.0,7.5,208,7.429,4.457248930070845,4.386722054075139,4.668831660181211
210.0,7.5,208,7.429,5.033390955691866,4.960213366648264,5.313512304479909
210.0,7.5,208,7.429,3.3348422536167397,3.264279993331141,3.581286303390541
210.0,7.5,208,7.429,7.661449832747567,7.457615595274724,8.13923281034327
210.0,7.5,208,7.429,9.17068800514708,9.008846711666443,9.513983389966437
210.0,7.5,208,7.429,7.783729001547114,7.651940652467538,8.286890049605795
210.0,7.5,208,7.429,8.89630366756205,8.740941159318504,9.356152007678327
210.0,7.5,208,7.429,8.59272447570084,8.416858249989188,8.92937805550739
210.0,7.5,208,7.429,6.119409915540167,6.034784786571252,6.447950170010722
210.0,7.5,208,7.429,9.202490771294398,9.051542806975824,9.6099193854309
210.0,7.5,208,7.429,8.708751858985133,8.5588886560723,9.295136280879333
210.0,7.5,208,7.429,7.756599472928511,7.628066264511674,8.132665199402762
210.0,7.5,208,7.429,7.034859192038396,6.877581447423329,7.49380632288682
210.0,7.5,208,7.429,7.721921471038906,7.546296035380347,8.02437807489019
210.0,7.5,208,7.429,8.549257396575253,8.340794285309443,8.939232523575505
210.0,7.5,208,7.429,8.976005853554874,8.795106517216446,9.372750919199698
210.0,7.5,208,7.429,8.077949204654352,7.9250191102114655,8.35941013580024
210.0,7.5,208,7.429,8.828930897974965,8.662819927796216,9.390264522226396
210.0,7.5,208,7.429,8.489550366144636,8.305872170955976,8.970221976430933
210.0,7.5,208,7.429,8.075969292713214,7.89581257349522,8.427776628183352
210.0,7.5,208,7.429,7.9076031330728425,7.741881750661067,8.36947920498763
