File_Name,True_IRI,Pred_IRI,Pred_IRI_FILT
0,1.4983716715102182,0.35481212487892855,0.35481212487892855
1,2.2795344813643745,0.3178290891425222,0.3178290891425222
2,1.675147119919862,0.3850965220502094,0.3850965220502094
3,1.2569903104417486,0.3321173444207575,0.3321173444207575
4,2.0491106558937644,0.34554133386870145,0.34554133386870145
5,0.22517391879203696,0.034611151795767056,0.034611151795767056
6,0.8396412498065471,0.12827317826942597,0.12827317826942597
7,0.7834307838268021,0.14785877321826252,0.14785877321826252
8,1.5389033247011414,0.2014435572599351,0.2014435572599351
9,1.5569462240425187,0.2827122210567691,0.2827122210567691
10,1.7132750205928347,0.28167842554261935,0.28167842554261935
11,2.283615502486535,0.4072829494350189,0.4072829494350189
12,2.5539033454140663,0.49774917199805613,0.49774917199805613
13,2.165677505948158,0.45087672740809187,0.45087672740809187
14,1.2994439707599414,0.21974267357853186,0.21974267357853186
15,2.481417775010481,0.4257638801390609,0.4257638801390609
16,1.757055990264359,0.2860892642342265,0.2860892642342265
17,3.3599920547895765,0.5140128584367386,0.5140128584367386
18,2.7941382526420067,0.455221133237079,0.455221133237079
19,1.8004202118064359,0.3119203511318355,0.3119203511318355
20,1.7726108635741529,0.2858406837764514,0.2858406837764514
21,0.9605843335868922,0.20603853132512517,0.20603853132512517
22,1.9962540818195595,0.353711333386732,0.353711333386732
23,0.7146561236218877,0.11651373230691196,0.11651373230691196
24,2.2854273973856287,0.42230961122027205,0.42230961122027205
25,0.1399694789504362,0.019878044314111,0.019878044314111
26,0.7770518770690817,0.13504460839092575,0.13504460839092575
27,3.7467750539726614,0.7155166555541745,0.7155166555541745
28,3.101701976949587,0.6207509789511001,0.6207509789511001
29,3.3268609360151262,0.5309676747557213,0.5309676747557213
30,0.17259920934805678,0.04292495477484926,0.04292495477484926
31,0.45024722848107734,0.07702892895429675,0.07702892895429675
32,0.5037204096201551,0.114057731931516,0.114057731931516
33,3.9380648296669123,0.9101811598392624,0.9101811598392624
34,4.427813357301813,0.8001955845151764,0.8001955845151764
35,4.688157917117518,1.2227259379153737,1.2227259379153737
36,4.679760565185653,0.7671826648666076,0.7671826648666076
37,4.152542874621911,0.915326929288825,0.915326929288825
38,4.398303788475241,0.8285526118029963,0.8285526118029963
39,5.505706851681571,0.9937919384858711,0.9937919384858711
40,5.212432996492308,0.8790838410000246,0.8790838410000246
41,4.058962833312578,0.7550652938292696,0.7550652938292696
42,5.2294497972154925,0.882807965711564,0.882807965711564
43,4.345286562259151,0.7476333262885809,0.7476333262885809
44,4.716766016751313,0.7270831182697092,0.7270831182697092
45,5.7328959480891335,0.9312859122405737,0.9312859122405737
46,4.374509998778405,0.8363972028805012,0.8363972028805012
47,4.316529413386948,0.9294594723037501,0.9294594723037501
48,4.767381016883729,0.7423092958707294,0.7423092958707294
49,6.028003277231212,1.2397768458893597,1.2397768458893597
50,5.942767921455881,1.2733031546860223,1.2733031546860223
51,4.649576763091363,0.9684778238056829,0.9684778238056829
52,5.640333263763628,1.0321486250202148,1.0321486250202148
53,3.850925530973959,0.6971761623688271,0.6971761623688271
54,4.5647347960510585,0.7073912642860813,0.7073912642860813
55,5.760007986716972,1.0659768610258804,1.0659768610258804
56,4.536317334293567,1.0313124936361284,1.0313124936361284
57,4.852927384012244,0.8220579466485686,0.8220579466485686
58,5.253788916121164,0.9875099969525324,0.9875099969525324
59,5.932173349759215,0.9270106671812909,0.9270106671812909
60,4.936551779304856,0.9149594721898262,0.9149594721898262
61,4.0472886439979865,0.7195100315664935,0.7195100315664935
62,3.894691236709375,0.83879095400035,0.83879095400035
63,4.457255820137788,0.8364904653655102,0.8364904653655102
64,5.0333482074201825,0.9052959123853394,0.9052959123853394
65,3.3348694961879985,0.4703074744630852,0.4703074744630852
66,7.661425859010046,1.119449902668656,1.119449902668656
67,9.170761425318556,1.681439997268565,1.681439997268565
68,7.783349419310968,1.6897121044625605,1.6897121044625605
69,8.896316945272325,2.3211557414590547,2.3211557414590547
70,8.592876959397593,1.539174476790913,1.539174476790913
71,6.11940903996065,0.783064997288229,0.783064997288229
72,9.202328263576083,1.2163827673915824,1.2163827673915824
73,8.708666663618628,1.4762129072199521,1.4762129072199521
74,7.756458105441267,0.9676227351998304,0.9676227351998304
75,7.0348732851336715,1.5224359003743977,1.5224359003743977
76,7.72187636821281,1.1964849630174739,1.1964849630174739
77,8.549254031188989,1.7926376702549836,1.7926376702549836
78,8.975844953757022,1.2844820528475693,1.2844820528475693
79,8.077892595860671,1.7531287619978084,1.7531287619978084
80,8.828936680906715,1.632602765276719,1.632602765276719
81,8.489626806565123,1.4732385545137339,1.4732385545137339
82,8.076068608124348,1.175484537801428,1.175484537801428
83,7.907608854513215,1.156089040032719,1.156089040032719
84,8.003737912892271,1.8813033137968118,1.8813033137968118
85,8.115128516078148,1.568166610925714,1.568166610925714
86,7.115656162725041,1.2325302739277069,1.2325302739277069
87,6.875851803701899,1.4259007264880033,1.4259007264880033
88,7.412195097487917,1.5990490137239772,1.5990490137239772
89,8.551919586491142,1.6929178222500356,1.6929178222500356
90,7.569941931328694,1.6204178339243867,1.6204178339243867
91,7.0712233515112795,0.9651723892148671,0.9651723892148671
92,9.4733076754729,1.3441591714230539,1.3441591714230539
93,6.6939451120304785,1.0931047778589473,1.0931047778589473
94,7.378927664503671,1.182275140337889,1.182275140337889
95,7.613667002065953,1.5018789238178125,1.5018789238178125
96,7.29496086571043,1.4438784430051035,1.4438784430051035
97,8.125611501623803,1.2667888313153042,1.2667888313153042
98,8.110465504160722,1.4876504643657236,1.4876504643657236
99,8.018512568124759,1.5967223626682887,1.5967223626682887
