True_K_U,True_K_U_Ratio,Input_K_U,Input_K_U_Ratio,True_IRI,Est_IRI,Est_IRI_Wrong_Parameter
172967.479,4.0,127200,3.43,4.42780951147841,4.345358312489604,4.948930616968409
172967.479,4.0,127200,3.43,4.688181253326136,4.605947147673976,5.2927248048709155
172967.479,4.0,127200,3.43,4.679743389858256,4.599136804364471,5.375221141596711
172967.479,4.0,127200,3.43,4.152393904222051,4.090221897661525,4.66981572474596
172967.479,4.0,127200,3.43,4.3983132023481915,4.324935114113417,4.922501496602367
172967.479,4.0,127200,3.43,5.50572272832788,5.410099129674725,6.168149471135852
172967.479,4.0,127200,3.43,5.2124194018011405,5.126726870125369,5.848043994376947
172967.479,4.0,127200,3.43,4.058927579908129,3.9775856516666317,4.601112805544441
172967.479,4.0,127200,3.43,5.229487888189269,5.113011515332458,5.860386793695152
172967.479,4.0,127200,3.43,4.345279889652502,4.257565998509981,5.031203676139271
172967.479,4.0,127200,3.43,4.716777844191145,4.644517935718598,5.252591294291568
172967.479,4.0,127200,3.43,5.732982974851909,5.633192482747276,6.473004685417532
172967.479,4.0,127200,3.43,4.374512503735991,4.299496762038216,4.945167480879241
172967.479,4.0,127200,3.43,4.316586870416358,4.230592846622747,4.824042718390953
172967.479,4.0,127200,3.43,4.767367995444496,4.6952309735408715,5.391644506427382
172967.479,4.0,127200,3.43,6.028178273087421,5.876346588571987,6.7950749854343355
172967.479,4.0,127200,3.43,5.942798077758004,5.8376112616153035,6.648806160055351
172967.479,4.0,127200,3.43,4.649853125185503,4.591733423271698,5.349085618034184
172967.479,4.0,127200,3.43,5.64068732122567,5.538238126301387,6.496385662478821
172967.479,4.0,127200,3.43,3.85094912156503,3.7686779647679827,4.349945016109043
172967.479,4.0,127200,3.43,4.564458458184601,4.484769283323523,5.004334164584611
172967.479,4.0,127200,3.43,5.7600803794276185,5.636534243266479,6.444606332886455
172967.479,4.0,127200,3.43,4.5363335392826825,4.437764387620612,5.248838177418939
172967.479,4.0,127200,3.43,4.85293412830562,4.78875568122085,5.549368684418596
172967.479,4.0,127200,3.43,5.253806555660671,5.149056444252005,6.083378769595329
172967.479,4.0,127200,3.43,5.932108531394192,5.831792007293517,6.407117024432098
172967.479,4.0,127200,3.43,4.936539523537977,4.847633146987517,5.499874018268611
172967.479,4.0,127200,3.43,4.047292520687275,3.9761165232481317,4.596796322283665
172967.479,4.0,127200,3.43,3.8947537986844036,3.8070886243233675,4.492773239275345
172967.479,4.0,127200,3.43,4.457248930070845,4.386729599126238,4.904405183241649
172967.479,4.0,127200,3.43,5.033390955691866,4.959736041848303,5.593969230277817
172967.479,4.0,127200,3.43,3.3348422536167397,3.2645738876054464,3.8599626089905583
172967.479,4.0,127200,3.43,7.661449832747567,7.456931872645597,8.697931824451674
172967.479,4.0,127200,3.43,9.17068800514708,9.009733591191615,10.012991815620177
172967.479,4.0,127200,3.43,7.783729001547114,7.652870580530572,8.860193073097701
172967.479,4.0,127200,3.43,8.89630366756205,8.740964439740925,10.057148495609658
172967.479,4.0,127200,3.43,8.59272447570084,8.416703992314677,9.294657140913765
